step,episode_reward,episode_length,world_model_loss
12444,6.024627,150,0.0
12589,5.90186,145,0.0
12724,5.74157,135,0.0
12830,5.460497,106,0.0
12935,5.435367,105,0.0
13095,6.084907,160,0.0
13244,5.781616,149,0.0
13380,5.645575,136,0.0
13502,5.292275,122,0.0
13638,5.382062,136,0.0
13745,5.038353,107,0.0
13877,5.283894,132,0.0
14220,10.561634,343,0.0
14409,7.060695,189,0.0
15409,22.882189,1000,0.0
16409,23.668508,1000,0.0
17409,24.229346,1000,0.0
18409,25.001804,1000,0.0
18514,5.728486,105,0.0
18626,6.226867,112,0.0
19626,25.721159,1000,0.0
20626,26.074537,1000,0.0
21626,26.695843,1000,0.0
22230,20.083917,604,0.0
22672,15.523846,442,0.0
22810,7.069279,138,0.0
22948,7.093025,138,0.0
23093,7.360877,145,0.0
23311,9.306517,218,0.0
23444,7.002455,133,0.0
23591,7.534667,147,0.0
23754,7.860838,163,0.0
24542,24.74791,788,0.0
25391,27.059472,849,0.0
25572,8.720416,181,0.0
25773,9.414079,201,0.0
25945,8.540335,172,0.0
26076,6.937765,131,0.0
26213,7.167581,137,0.0
26359,7.641313,146,0.0
26490,6.958084,131,0.0
26642,8.097029,152,0.0
26785,8.031805,143,0.0
26927,8.193649,142,0.0
27066,7.940896,139,0.0
27205,8.001447,139,0.0
27334,7.446922,129,0.0
27463,7.695649,129,0.0
27598,7.668879,135,0.0
27724,7.010975,126,0.0
27853,6.744927,129,0.0
27955,5.490525,102,0.0
28072,6.107922,117,0.0
28187,5.992087,115,0.0
28297,5.897688,110,0.0
28411,6.054512,114,0.0
28536,6.549322,125,0.0
28653,6.253009,117,0.0
28778,6.291133,125,0.0
28882,5.480137,104,0.0
29007,6.319906,125,0.0
29125,5.987491,118,0.0
29247,6.087315,122,0.0
29373,6.349827,126,0.0
29504,6.870529,131,0.0
29622,6.536103,118,0.0
29725,5.238667,103,0.0
29837,6.142379,112,0.0
29960,6.662649,123,0.0
30101,7.381833,141,0.0
30208,5.680222,107,0.0
30330,6.54275,122,0.0
30473,7.527553,143,0.0
30637,8.217234,164,0.0
30847,10.274555,210,0.0
31847,25.116783,1000,0.0
32847,25.236204,1000,0.0
33847,25.541733,1000,0.0
34847,25.901642,1000,0.0
35689,25.183032,842,0.0
35890,8.377489,201,0.0
36076,7.873472,186,0.0
36257,7.74564,181,0.0
36412,7.065697,155,0.0
36575,7.360014,163,0.0
36743,7.400558,168,0.0
36896,7.078358,153,0.0
37062,7.627523,166,0.0
37168,5.153756,106,0.0
37300,5.936822,132,0.0
37407,5.329899,107,0.0
37564,7.623712,157,0.0
37705,7.077199,141,0.0
37854,7.35042,149,0.0
38009,7.507359,155,0.0
38159,7.205408,150,0.0
38304,7.143886,145,0.0
38413,5.66665,109,0.0
38558,6.8567,145,0.0
38725,7.485077,167,0.0
38837,5.376847,112,0.0
38949,5.690431,112,0.0
39078,6.175045,129,0.0
39206,6.299449,128,0.0
39332,5.894413,126,0.0
39467,6.442803,135,0.0
39600,6.243403,133,0.0
39710,5.723365,110,0.0
39840,6.382197,130,0.0
39977,6.753087,137,0.0
40113,6.776174,136,0.0
40253,7.524467,140,0.0
40374,6.208046,121,0.0
40514,7.367045,140,0.0
40654,7.613844,140,0.0
40782,6.031025,128,0.0
40911,6.743553,129,0.0
41024,5.788774,113,0.0
41143,5.980846,119,0.0
41283,7.920607,140,0.0
41433,7.533161,150,0.0
41557,5.874727,124,0.0
41699,7.638767,142,0.0
41826,6.228808,127,0.0
41978,7.64128,152,0.0
42104,6.001592,126,0.0
42266,7.480761,162,0.0
42385,5.787857,119,0.0
42553,7.757232,168,0.0
42704,7.179942,151,0.0
42888,8.232941,184,0.0
43019,6.211015,131,0.0
43153,6.030901,134,0.0
43297,6.858843,144,0.0
43451,7.03394,154,0.0
43598,6.869393,147,0.0
43736,6.312061,138,0.0
43896,7.221613,160,0.0
44021,6.098293,125,0.0
44147,6.490489,126,0.0
44269,6.244387,122,0.0
44388,6.241857,119,0.0
44502,5.806611,114,0.0
44623,6.302969,121,0.0
44748,6.373283,125,0.0
44869,6.282265,121,0.0
44987,5.625,118,0.0
45102,5.999242,115,0.0
45219,6.177991,117,0.0
45353,7.041832,134,0.0
45471,6.148934,118,0.0
45617,7.246114,146,0.0
45735,6.040214,118,0.0
45891,7.221041,156,0.0
46069,7.839436,178,0.0
46235,7.660074,166,0.0
46401,7.687864,166,0.0
46605,8.284042,204,0.0
46821,9.021575,216,0.0
46986,7.596011,165,0.0
47216,9.525194,230,0.0
47465,9.731901,249,0.0
47804,12.600655,339,0.0
48245,13.88208,441,0.0
48568,11.463054,323,0.0
48791,8.440264,223,0.0
49048,9.891762,257,0.0
49282,9.417691,234,0.0
49531,9.815145,249,0.0
49869,12.8747,338,0.0
50135,10.401985,266,0.0
50329,8.625293,194,0.0
50546,8.99541,217,0.0
50711,7.296571,165,0.0
50895,7.812735,184,0.0
51127,8.246531,232,0.0
51319,8.020779,192,0.0
51499,8.182465,180,0.0
51664,7.579778,165,0.0
51809,6.589165,145,0.0
51944,6.270836,135,0.0
52082,6.429432,138,0.0
52236,6.485048,154,0.0
52380,6.764158,144,0.0
52534,7.340514,154,0.0
52659,5.830404,125,0.0
52806,7.528031,147,0.0
52929,6.508842,123,0.0
53062,6.512802,133,0.0
53184,6.33961,122,0.0
53306,6.041565,122,0.0
53411,4.806139,105,0.0
53532,6.063628,121,0.0
53657,6.886199,125,0.0
53771,5.549557,114,0.0
53890,5.992177,119,0.0
54013,6.475985,123,0.0
54121,4.925357,108,0.0
54219,4.736411,98,0.0
54329,5.890886,110,0.0
54431,5.504357,102,0.0
54530,5.198131,99,0.0
54631,5.13951,101,0.0
54727,5.108439,96,0.0
54828,4.942844,101,0.0
54928,5.529331,100,0.0
55026,5.357931,98,0.0
55133,5.494472,107,0.0
55236,5.477869,103,0.0
55338,5.492203,102,0.0
55436,5.383829,98,0.0
55545,6.017923,109,0.0
55643,5.299248,98,0.0
55743,5.496929,100,0.0
55836,5.117929,93,0.0
55933,5.154296,97,0.0
56031,5.397667,98,0.0
56128,5.369905,97,0.0
56223,5.318208,95,0.0
56346,6.821325,123,0.0
56443,5.407095,97,0.0
56549,5.638863,106,0.0
56663,6.46794,114,0.0
56769,5.659427,106,0.0
56886,5.443092,117,0.0
56994,5.865034,108,0.0
57094,5.247402,100,0.0
57205,5.870547,111,0.0
57325,5.775769,120,0.0
57445,5.751189,120,0.0
57563,5.605123,118,0.0
57680,5.565289,117,0.0
57830,7.598022,150,0.0
57945,5.268605,115,0.0
58060,5.537667,115,0.0
58188,5.981512,128,0.0
58338,7.843842,150,0.0
58442,5.089381,104,0.0
58594,7.892782,152,0.0
58745,8.058374,151,0.0
58895,7.492451,150,0.0
59047,7.862093,152,0.0
59209,8.498755,162,0.0
59368,7.485428,159,0.0
59518,7.853978,150,0.0
59681,7.993938,163,0.0
59833,7.762781,152,0.0
59938,4.858114,105,0.0
60039,4.658704,101,0.0
60185,7.268032,146,0.0
60305,5.118617,120,0.0
60419,5.123725,114,0.0
60568,7.224451,149,0.0
60742,8.417505,174,0.0
60886,7.378653,144,0.0
61005,5.230175,119,0.0
61173,7.874521,168,0.0
61345,7.974639,172,0.0
61464,5.053951,119,0.0
61584,5.042772,120,0.0
61767,7.913186,183,0.0
61885,5.137621,118,0.0
62046,6.952262,161,0.0
62224,6.446458,178,0.0
62346,5.211395,122,0.0
62459,4.959523,113,0.0
62568,4.946852,109,0.0
62705,5.438413,137,0.0
62819,4.815249,114,0.0
62968,6.580044,149,0.0
63100,5.602288,132,0.0
63246,6.86493,146,0.0
63385,6.333888,139,0.0
63532,6.354999,147,0.0
63671,5.735295,139,0.0
63848,7.640675,177,0.0
63984,6.736851,136,0.0
64157,7.812006,173,0.0
64324,7.582039,167,0.0
64489,7.395986,165,0.0
64666,7.798739,177,0.0
64813,7.008805,147,0.0
64961,6.89352,148,0.0
65103,6.747492,142,0.0
65251,6.03459,148,0.0
65398,7.002357,147,0.0
65544,6.601099,146,0.0
65711,7.214862,167,0.0
65816,5.825783,105,0.0
65919,5.725172,103,0.0
66085,7.234302,166,0.0
66242,7.112914,157,0.0
66390,6.892389,148,0.0
66550,7.296831,160,0.0
66690,6.470612,140,0.0
66811,5.406365,121,0.0
66949,6.489038,138,0.0
67067,4.955395,118,0.0
67188,4.983972,121,0.0
67311,5.398536,123,0.0
67439,5.363425,128,0.0
67566,5.711324,127,0.0
67708,6.695387,142,0.0
67821,6.218638,113,0.0
67934,6.259942,113,0.0
68053,5.211796,119,0.0
68171,5.443179,118,0.0
68279,5.574308,108,0.0
68413,6.793703,134,0.0
68526,6.103352,113,0.0
68660,6.619178,134,0.0
68787,6.100121,127,0.0
68916,6.136847,129,0.0
69038,5.433744,122,0.0
69155,5.027426,117,0.0
69274,5.124499,119,0.0
69371,4.591319,97,0.0
69488,4.960227,117,0.0
69602,4.901968,114,0.0
69717,5.035937,115,0.0
69837,5.048891,120,0.0
69949,5.476035,112,0.0
70065,5.413615,116,0.0
70175,5.045935,110,0.0
70277,4.826361,102,0.0
70389,4.721338,112,0.0
70511,5.096196,122,0.0
70628,4.969466,117,0.0
70753,5.278861,125,0.0
70869,4.912688,116,0.0
70984,4.856071,115,0.0
71103,5.212252,119,0.0
71249,6.375098,146,0.0
71371,5.464562,122,0.0
71507,6.187138,136,0.0
71616,5.17012,109,0.0
71736,5.893199,120,0.0
71874,6.671508,138,0.0
72013,6.975455,139,0.0
72145,6.180718,132,0.0
72259,5.478665,114,0.0
72395,5.711658,136,0.0
72509,5.044139,114,0.0
72623,5.979187,114,0.0
72740,5.097354,117,0.0
72854,4.951346,114,0.0
72981,5.271691,127,0.0
73096,5.364731,115,0.0
73222,5.457469,126,0.0
73367,6.322404,145,0.0
73505,6.550155,138,0.0
73634,5.972609,129,0.0
73743,4.909816,109,0.0
73888,6.475408,145,0.0
74012,5.52851,124,0.0
74143,6.053542,131,0.0
74291,6.488124,148,0.0
74430,6.893779,139,0.0
74548,5.026269,118,0.0
74648,4.524859,100,0.0
74793,6.909361,145,0.0
74936,6.622043,143,0.0
75085,6.86447,149,0.0
75220,6.629564,135,0.0
75358,6.798833,138,0.0
75495,6.206888,137,0.0
75637,6.518384,142,0.0
75784,6.408738,147,0.0
75934,7.214466,150,0.0
76072,6.491312,138,0.0
76209,6.331644,137,0.0
76342,6.628791,133,0.0
76485,7.021416,143,0.0
76606,5.05202,121,0.0
76744,6.109254,138,0.0
76880,6.731414,136,0.0
77009,6.295486,129,0.0
77142,5.473216,133,0.0
77292,7.032781,150,0.0
77408,4.910762,116,0.0
77532,5.144942,124,0.0
77633,4.524114,101,0.0
77776,6.839659,143,0.0
77897,5.449289,121,0.0
77991,4.295605,94,0.0
78146,6.923594,155,0.0
78278,5.351729,132,0.0
78426,6.626278,148,0.0
78569,5.936347,143,0.0
78698,5.208329,129,0.0
78837,5.430785,139,0.0
79003,7.456688,166,0.0
79164,7.710646,161,0.0
79329,7.352328,165,0.0
79498,7.642813,169,0.0
79588,4.272434,90,0.0
79793,8.529375,205,0.0
79917,5.363719,124,0.0
80082,7.308193,165,0.0
80199,5.764703,117,0.0
80350,6.973497,151,0.0
80547,8.051985,197,0.0
80687,6.952013,140,0.0
80787,4.583071,100,0.0
80885,4.39596,98,0.0
81025,7.182123,140,0.0
81160,6.956857,135,0.0
81293,6.506976,133,0.0
81402,5.021141,109,0.0
81536,7.020728,134,0.0
81678,7.167142,142,0.0
81785,5.375567,107,0.0
81984,8.702708,199,0.0
82127,7.137083,143,0.0
82259,6.59196,132,0.0
82442,8.095871,183,0.0
82571,6.287093,129,0.0
82770,8.206317,199,0.0
82979,8.530769,209,0.0
83100,6.232871,121,0.0
83247,6.918929,147,0.0
83377,6.515482,130,0.0
83513,6.68786,136,0.0
83673,8.135857,160,0.0
83801,6.434854,128,0.0
83941,7.419749,140,0.0
84070,6.498683,129,0.0
84187,6.128296,117,0.0
84313,6.953828,126,0.0
84429,6.353386,116,0.0
84551,6.532727,122,0.0
84668,6.605006,117,0.0
84788,6.944489,120,0.0
84913,6.666421,125,0.0
85066,7.416742,153,0.0
85175,5.710208,109,0.0
85292,6.360792,117,0.0
85410,6.303466,118,0.0
85529,6.296307,119,0.0
85648,6.354353,119,0.0
85761,5.852066,113,0.0
85875,6.074491,114,0.0
85978,5.206633,103,0.0
86088,5.687628,110,0.0
86213,6.493624,125,0.0
86358,7.453825,145,0.0
86471,5.968111,113,0.0
86585,6.098107,114,0.0
86710,6.623142,125,0.0
86814,5.330716,104,0.0
86918,5.407768,104,0.0
87034,6.333313,116,0.0
87155,5.973462,121,0.0
87277,6.643761,122,0.0
87371,4.801546,94,0.0
87464,4.54008,93,0.0
87568,5.246442,104,0.0
87684,5.800252,116,0.0
87808,6.034844,124,0.0
87948,6.91665,140,0.0
88077,6.267181,129,0.0
88195,6.103085,118,0.0
88331,6.992578,136,0.0
88451,6.054155,120,0.0
88572,6.297155,121,0.0
88693,5.7113,121,0.0
88809,5.964257,116,0.0
88949,7.00885,140,0.0
89064,5.957725,115,0.0
89181,6.139341,117,0.0
89297,6.115431,116,0.0
89419,5.994845,122,0.0
89529,5.540448,110,0.0
89688,7.446147,159,0.0
89844,6.992526,156,0.0
89999,6.928028,155,0.0
90116,5.729651,117,0.0
90237,6.078821,121,0.0
90359,5.939861,122,0.0
90477,5.70514,118,0.0
90592,5.763437,115,0.0
90766,7.475426,174,0.0
90895,6.34137,129,0.0
91020,6.009104,125,0.0
91143,5.957202,123,0.0
91267,5.970694,124,0.0
91409,6.817351,142,0.0
91564,6.764526,155,0.0
91704,7.079903,140,0.0
91823,5.766518,119,0.0
91940,5.733777,117,0.0
92088,7.145881,148,0.0
92245,7.145735,157,0.0
92406,7.233212,161,0.0
92578,7.633274,172,0.0
92749,7.70357,171,0.0
92935,7.926883,186,0.0
93098,7.17534,163,0.0
93254,7.011614,156,0.0
93376,5.703085,122,0.0
93523,6.759732,147,0.0
93659,6.392654,136,0.0
93802,6.935618,143,0.0
93942,6.490925,140,0.0
94075,6.339199,133,0.0
94205,6.312358,130,0.0
94324,5.660503,119,0.0
94454,6.10658,130,0.0
94576,5.707957,122,0.0
94705,5.890007,129,0.0
94824,5.721903,119,0.0
94955,6.378424,131,0.0
95078,5.873408,123,0.0
95205,5.935483,127,0.0
95326,5.742341,121,0.0
95458,6.242599,132,0.0
95585,6.116717,127,0.0
95708,5.897899,123,0.0
95830,5.723808,122,0.0
95947,5.724483,117,0.0
96058,5.296847,111,0.0
96173,5.850734,115,0.0
96287,6.094326,114,0.0
96411,6.240714,124,0.0
96525,5.529089,114,0.0
96650,5.916453,125,0.0
96774,5.828358,124,0.0
96891,5.765592,117,0.0
96993,4.978618,102,0.0
97094,4.791649,101,0.0
97226,6.170004,132,0.0
97331,5.023801,105,0.0
97442,5.344685,111,0.0
97567,6.119647,125,0.0
97674,5.118384,107,0.0
97799,6.206116,125,0.0
97898,4.993894,99,0.0
98021,6.371537,123,0.0
98119,4.981844,98,0.0
98232,5.41079,113,0.0
98343,5.445782,111,0.0
98459,5.370232,116,0.0
98591,6.49125,132,0.0
98700,5.439504,109,0.0
98811,5.622433,111,0.0
98924,5.851604,113,0.0
99032,5.428136,108,0.0
99146,5.682476,114,0.0
99273,6.397995,127,0.0
99379,5.019891,106,0.0
99484,5.107157,105,0.0
99612,5.684292,128,0.0
99738,6.579851,126,0.0
99858,6.268759,120,0.0
99971,5.116342,113,0.0
