step,episode_reward,episode_length,world_model_loss
32,149.97107272333741,32,
49,78.04076673348823,17,
72,111.34868540828334,23,
93,99.37541156955389,21,
118,116.70717918041781,25,
146,132.38414801647832,28,
177,144.9513697165885,31,
199,104.30497606383355,22,
232,152.7222126370135,33,
250,82.63612639959783,18,
277,127.5596046142953,27,
321,200.94964530161775,44,
338,78.42483262031922,17,
359,100.37717165478047,21,
390,133.41317175147054,31,
438,230.52907124637733,48,
456,83.85437598831625,18,
489,152.67986013161405,33,
524,160.92093361328216,35,
553,121.57459068621802,29,
570,78.38947467521267,17,
599,128.42015182756543,29,
600,,,418397.125
621,93.92546447851728,22,
646,117.41850753152042,25,
670,112.68198654234975,24,
688,84.24120613580789,18,
706,84.22743750908761,18,
728,104.6820886798799,22,
747,88.33042579926293,19,
766,88.00860403348075,19,
785,89.98710962072214,19,
800,,,335912.5
814,127.26918202648277,29,
866,236.4554194530333,52,
883,77.76771085212235,17,
908,107.22650674254707,25,
931,108.79301015096885,23,
956,120.94539535841356,25,
974,81.5019191641397,18,
993,88.67378136759552,19,
1000,,,181169.4375
1010,78.35942599121836,17,
1029,88.6103067345741,19,
1050,97.34843078190718,21,
1067,78.24202151349846,17,
1083,72.41641412008694,16,
1101,83.89956020025954,18,
1118,77.63767256563057,17,
1135,78.37546261995644,17,
1153,83.84301344178554,18,
1200,,,231155.296875
1204,258.7038674770632,51,
1238,158.42386411772935,34,
1283,208.30121395779008,45,
1301,81.95516094905747,18,
1319,83.27057280017209,18,
1339,94.42568042876461,20,
1361,96.86667039943805,22,
1378,77.73299125757536,17,
1395,78.21004432387268,17,
1400,,,129274.1015625
1427,154.93196799172125,32,
1453,123.53984555110398,26,
1470,77.59181115965924,17,
1490,91.94353541805233,20,
1508,83.39575571669425,18,
1526,82.91114007585935,18,
1553,130.66343730261468,27,
1584,146.9769570170058,31,
1600,,,84929.453125
1623,184.55271983926613,39,
1652,142.26994729096012,29,
1671,85.75047234912076,19,
1688,78.38324760134869,17,
1724,180.6560330326687,36,
1741,78.36117825648817,17,
1759,82.2270567506673,18,
1787,124.50240026398811,28,
1800,,,37963.25390625
1803,73.43755700751625,16,
1823,93.91400836736607,20,
1840,77.69493900660886,17,
1858,84.15486390134068,18,
1875,77.98700863317679,17,
1919,221.944504430489,44,
1947,134.25100000227317,28,
1964,78.24901892685858,17,
1981,78.05369774180338,17,
1999,82.47721895646116,18,
2000,,,65589.890625
2021,101.9439880457224,22,
2041,94.76403134620739,20,
2068,124.4354568316537,27,
2090,99.58925317999832,22,
2107,78.01789254396513,17,
2137,130.1677641224117,30,
2154,76.93873664561173,17,
2181,116.54152712731057,27,
2199,83.3595860641882,18,
2200,,,46148.19140625
2218,89.13206766456766,19,
2253,152.2672564670216,35,
2273,95.02605788019824,20,
2290,78.32952676559965,17,
2306,73.34857744870611,16,
2324,83.47429404401515,18,
2354,130.04530839954734,30,
2374,94.31306874326023,20,
2400,,,63226.57421875
2416,181.0654193425124,42,
2435,87.32538331249995,19,
2469,151.29086473791668,34,
2486,77.85335037725423,17,
2507,98.26169370167594,21,
2544,187.87339083541517,37,
2568,113.05545774447317,24,
2593,111.26802357174024,25,
2600,,,38309.421875
2613,91.9550160048892,20,
2645,151.6651959607925,32,
2670,115.0004442838542,25,
2689,89.85917066999262,19,
2706,77.925229892503,17,
2726,91.79069467690236,20,
2743,77.36236460046295,17,
2787,211.88273451036815,44,
2800,,,64212.94921875
2806,89.06555153461214,19,
2846,200.84164147032192,40,
2869,107.8557801354658,23,
2887,84.70649113680213,18,
2904,77.86754070808072,17,
2931,128.4733820653552,27,
2951,93.81309002366258,20,
2972,99.24369629664479,21,
3000,130.95225068418867,28,
3000,,,46010.51171875
3020,94.75682336097562,20,
3037,78.23781535667486,17,
3056,90.23000385046876,19,
3092,177.6500174675865,36,
3110,82.79877595770967,18,
3129,88.73745095336382,19,
3161,159.81633631819864,32,
3178,78.36794191575365,17,
3200,,,51023.125
3214,156.21866285670455,36,
3231,78.41739404376966,17,
3250,84.28629267749412,19,
3272,96.303143381328,22,
3291,87.26349160156363,19,
3311,93.57386749232366,20,
3329,84.52704931766985,18,
3350,97.18666115255735,21,
3369,88.94624560045372,19,
3388,83.99944434192739,19,
3400,,,33755.63671875
3407,88.91629677001056,19,
3425,82.62509700925753,18,
3455,142.25005088300523,30,
3480,120.22946135619001,25,
3498,84.06961509071805,18,
3518,91.88048641277179,20,
3539,97.17082910710174,21,
3566,128.49809931978444,27,
3590,113.56024383084032,24,
3600,,,55514.19140625
3617,128.26472620146072,27,
3641,113.95281065356637,24,
3668,127.84038083865717,27,
3691,108.71388857680563,23,
3723,155.92604520874656,32,
3752,133.56287797366502,29,
3770,83.50229819893428,18,
3787,78.48841814007969,17,
3800,,,36653.4765625
3804,77.34663293239467,17,
3831,119.88925247633392,27,
3852,99.10218008032221,21,
3870,82.77724613394132,18,
3889,88.82775719621078,19,
3918,125.75142329634271,29,
3937,88.27241645792347,19,
3956,89.73623928724892,19,
3978,99.29249424249899,22,
4000,,,32076.671875
4009,143.16685493108255,31,
4028,89.50306080077648,19,
4046,81.25196878641115,18,
4065,88.51345694538325,19,
4090,119.00430952901259,25,
4108,82.49245690786815,18,
4125,77.14344153250916,17,
4147,100.12650211865652,22,
4167,95.03381484756632,20,
4187,91.30793507238441,20,
4200,,,37680.1875
4205,83.33806835726507,18,
4225,94.94165936489745,20,
4246,99.71878525844949,21,
4264,83.39514751384415,18,
4291,122.90928749260104,27,
4311,93.17502839532051,20,
4334,102.60216112318754,23,
4352,82.93112743553974,18,
4370,83.60268391055477,18,
4400,,,48525.390625
4404,163.2645238547104,34,
4426,99.80273768450269,22,
4450,106.77356825429156,24,
4484,150.42009776954168,34,
4517,161.23725634759384,33,
4535,80.75944719415405,18,
4557,105.12467315230631,22,
4576,89.65578042199321,19,
4600,,,49432.5078125
4602,127.09330484595938,26,
4625,103.13095452655588,23,
4645,93.63608295851353,20,
4663,83.22665991359553,18,
4683,92.6104040225321,20,
4706,109.34387845288092,23,
4736,134.9556108351907,30,
4758,101.87640824087116,22,
4778,93.46346347504688,20,
4796,80.52119005247636,18,
4800,,,26998.08203125
4814,83.02057491636201,18,
4831,77.93779356314201,17,
4857,120.58389728223695,26,
4880,111.51366183199376,23,
4901,93.25340887895287,21,
4924,106.17929542895008,23,
4959,143.97286065126198,35,
4981,102.98829994262996,22,
4999,80.43622335067366,18,
5000,,,43653.24609375
5017,83.03291613014198,18,
5037,93.4091074898137,20,
5064,126.82118427070398,27,
5095,150.2486689609965,31,
5137,206.09166697021968,42,
5166,135.0387257755659,29,
5184,83.45599904935652,18,
5200,73.39941211050999,16,
5200,,,55815.6953125
5219,89.60090999360688,19,
5239,92.06221867775491,20,
5258,88.06060917706282,19,
5288,136.0733795800281,30,
5309,100.83804116522732,21,
5334,114.86644730832172,25,
5352,82.47368370674887,18,
5369,77.97645890087323,17,
5392,99.75084298323688,23,
5400,,,33606.4765625
5418,121.1977619436873,26,
5443,113.14537816411682,25,
5473,140.59615869851123,30,
5504,148.39093490847367,31,
5523,88.56860154767818,19,
5544,96.66368084130801,21,
5561,78.31048966928851,17,
5579,83.04529820050034,18,
5596,78.52348990241553,17,
5600,,,41726.03125
5623,128.71522909943425,27,
5647,110.1073601492097,24,
5665,80.76430745326157,18,
5690,118.94619012933708,25,
5722,156.89739599749254,32,
5740,82.1314339287717,18,
5760,90.94239568847213,20,
5798,168.9572740375245,38,
5800,,,28072.400390625
5822,108.40906994326528,24,
5858,171.3875855876463,36,
5879,94.74544482096006,21,
5897,83.44795688607029,18,
5916,88.72196112395585,19,
5938,103.55711096821827,22,
5966,128.69159433307433,28,
5990,111.14983807351028,24,
6000,,,28925.1953125
6019,129.76043290823128,29,
6044,120.32533439582689,25,
6086,193.08257568054717,42,
6105,89.16181140692824,19,
6134,137.43274315094376,29,
6159,105.71871468270072,25,
6179,94.3525674611946,20,
6200,,,31162.57421875
6202,107.45304698530538,23,
6224,102.86722837256454,22,
6241,78.40974031065952,17,
6265,108.4614189372377,24,
6282,78.20008509474019,17,
6304,106.35100324437306,22,
6334,137.12299655001402,30,
6361,127.73700146636786,27,
6384,111.40749132191605,23,
6400,,,32261.443359375
6403,86.7841358533652,19,
6421,84.24435682112957,18,
6446,118.98895622361138,25,
6465,87.99330638148793,19,
6483,82.76370714681148,18,
6503,95.01694999109914,20,
6521,82.74844239866147,18,
6542,94.62152134538562,21,
6571,129.03606560568028,29,
6598,131.5413216084673,27,
6600,,,21403.00390625
6615,77.49434127368582,17,
6639,112.45663449592014,24,
6660,96.6163259625788,21,
6682,104.41471999776297,22,
6699,78.15297241329782,17,
6722,106.97397196872315,23,
6741,88.74839045064064,19,
6776,168.6571805600133,35,
6800,,,31317.72265625
6804,126.58068453196347,28,
6839,163.75563742034717,35,
6861,100.51404704001047,22,
6891,137.12792962950655,30,
6909,82.66825768842551,18,
6927,84.2596421521891,18,
6946,87.93906945418273,19,
6966,92.82829666775969,20,
6985,89.49355258172598,19,
7000,,,25240.208984375
7002,76.44179910157364,17,
7039,173.7543090718823,37,
7057,83.47966479697995,18,
7075,83.02130717062992,18,
7101,120.92545595125546,26,
7124,109.5718648595416,23,
7147,110.80658249890077,23,
7164,78.33380916791151,17,
7189,119.38125571651527,25,
