step,episode_reward,episode_length,world_model_loss
2458,165.11964762934375,35,
2478,94.85364868802856,20,
2499,98.86328818871044,21,
2516,77.36966330908565,17,
2535,88.67105546967004,19,
2567,155.00082654927314,32,
2585,83.17859807146343,18,
2600,,,157587.21875
2605,93.50255279255563,20,
2622,77.29337694570798,17,
2650,134.26429231198668,28,
2668,83.42094283486018,18,
2686,83.05300583094137,18,
2709,111.19193291119804,23,
2734,119.11400018338222,25,
2754,93.791652122098,20,
2778,117.3469679766862,24,
2798,93.89057501984435,20,
2800,,,302019.0625
2816,84.28882757349902,18,
2838,106.07308628677507,22,
2874,165.41304375782266,36,
2905,140.80109006369983,31,
2938,150.06586094677624,33,
2958,93.965326325816,20,
2990,152.41939752669768,32,
3000,,,216478.859375
3011,97.02615687657168,21,
3029,82.78097846264079,18,
3046,77.84031686962317,17,
3065,89.42350582954228,19,
3085,93.57070325287253,20,
3110,118.41684722346616,25,
3135,119.82790147615466,25,
3155,95.03502594145212,20,
3176,97.71725682326877,21,
3193,78.46738161154467,17,
3200,,,563821.9375
3232,171.71446284555992,39,
3253,96.29888990689462,21,
3287,165.2901792716848,34,
3319,148.21781055957103,32,
3340,96.84724109576533,21,
3364,116.72132198510968,24,
3385,101.25201481169789,21,
3400,,,433989.78125
3406,97.4081149726092,21,
3424,82.21478668166651,18,
3451,127.31651131195378,27,
3475,113.43960300057225,24,
3513,173.14578967212609,38,
3545,154.81368825965637,32,
3566,98.02785195010922,21,
3586,94.51346546841346,20,
3600,,,137843.875
3603,78.13250702817344,17,
3630,121.64851309444295,27,
3652,104.25037488653115,22,
3670,83.1436541875173,18,
3688,83.99662231640131,18,
3706,84.08373764689598,18,
3729,107.24860167157884,23,
3753,117.69966266186468,24,
3784,149.90830876028178,31,
3800,,,207165.1875
3801,78.16651660175808,17,
3831,132.12614717964306,30,
3851,93.64300006325004,20,
3874,98.87060817774788,23,
3892,83.98056741209011,18,
3910,83.32497994497967,18,
3931,98.64218438399631,21,
3951,92.71112696871718,20,
3976,119.14817180489146,25,
3995,87.87939085596614,19,
4000,,,253865.46875
4012,78.51653635498782,17,
4037,115.84872749078463,25,
4061,116.04943056920952,24,
4083,104.02332652409903,22,
4107,111.68423821508824,24,
4137,130.92386045322215,30,
4157,92.07767572769652,20,
4177,94.57943420798436,20,
4195,82.6603350158202,18,
4200,,,366799.46875
4225,146.3916305790394,30,
4248,109.69438923085526,23,
4267,88.47712176975097,19,
4298,143.7921287666396,31,
4342,214.54244993853644,44,
4373,141.54784663980666,31,
4400,,,311136.6875
4407,150.96800734283943,34,
4429,103.12536493264685,22,
4446,77.79879038737904,17,
4471,117.24714693625427,25,
4499,129.99895091604432,28,
4529,144.43652911066533,30,
4546,78.57351266776844,17,
4568,104.8744297241617,22,
4598,139.40543262427957,30,
4600,,,349918.625
4619,95.32602020327553,21,
4636,78.36735896611775,17,
4665,136.9497679657056,29,
4682,77.6070502843875,17,
4701,89.1814756938622,19,
4721,92.89037893696067,20,
4740,89.63814386064178,19,
4758,83.02947253078337,18,
4776,83.46857370309095,18,
4794,83.44202231773288,18,
4800,,,150201.3125
4811,78.51323828725911,17,
4831,94.86587532627809,20,
4853,103.71940428524948,22,
4875,103.7606885687555,22,
4909,161.59980318452827,34,
4930,98.22867109965946,21,
4954,114.51529784814497,24,
4985,134.46896026817635,31,
5000,,,256777.3125
5011,116.67806146642239,26,
5045,165.5095808627485,34,
5065,94.11108058763996,20,
5084,88.89427463392074,19,
5101,73.03936605845867,17,
5118,78.37745391394883,17,
5141,106.65904008872224,23,
5175,168.91562406820893,34,
5193,82.04360205971072,18,
5200,,,306884.15625
5213,96.72839583489652,20,
5241,124.61759980472274,28,
5259,82.72292574286126,18,
5283,114.39696222916233,24,
5316,156.77323060536156,33,
5335,88.01755221616425,19,
5357,105.4076113074603,22,
5375,82.74146897824049,18,
5400,,,355212.46875
5407,153.06706822735924,32,
5432,121.6067471635985,25,
5464,140.7091333367258,32,
5481,78.5315438943865,17,
5498,78.5794182802655,17,
5517,88.32889254554347,19,
5535,84.07631067682216,18,
5560,120.72950005836825,25,
5577,77.90546695117332,17,
5600,,,205098.140625
5611,161.6310642825518,34,
5631,93.76863331793847,20,
5652,98.7442856028014,21,
5672,93.16720868904146,20,
5701,140.16428152478622,29,
5735,150.13277467946125,34,
5776,191.79159241114232,41,
5800,,,418981.78125
5803,120.16539369063219,27,
5822,89.4249685586631,19,
5839,78.49095063756744,17,
5857,83.5180715559961,18,
5877,92.61689890833553,20,
5899,101.49087180520141,22,
5921,98.42077591933182,22,
5950,122.42611753348251,29,
5979,137.84088560884044,29,
5999,95.05605854640308,20,
6000,,,440043.5
6023,101.69249009454633,24,
6046,108.4692086585799,23,
6066,91.44341442460237,20,
6085,87.92038491182831,19,
6121,168.22747663533013,36,
6139,82.32326553265908,18,
6163,103.93707321204691,24,
6184,100.9202539920976,21,
6200,,,94080.8671875
6204,93.83470103656356,20,
6224,93.19032100570783,20,
6250,125.49152493196763,26,
6276,118.60050560520219,26,
6294,83.45641936118093,18,
6332,176.40499285271616,38,
6349,78.39618885948026,17,
6368,88.64449778553458,19,
6386,83.60884300722891,18,
6400,,,246368.796875
6405,89.6570232851897,19,
6422,78.66144882941778,17,
6455,156.21962009378524,33,
6472,78.54376246368882,17,
6493,97.83905977368815,21,
6511,82.31940612348156,18,
6529,83.71427782037452,18,
6560,141.55254822178037,31,
6584,116.32075715097474,24,
6600,,,111683.5390625
6611,130.06879565197087,27,
6629,83.26353651543346,18,
6654,117.89838342583691,25,
6672,83.48620112774343,18,
6690,83.10341580368066,18,
6707,78.39699244441857,17,
6731,112.32766502939421,24,
6752,100.00324695730446,21,
6780,124.85386862490411,28,
6800,94.2437419027154,20,
6800,,,306849.71875
6819,87.30848472622102,19,
6847,128.18895448624238,28,
6866,88.83885461042678,19,
6901,157.05107732647522,35,
6923,103.06014642653531,22,
6941,83.6995099653616,18,
6972,128.60235948932174,31,
6992,93.92056303555736,20,
7000,,,268556.03125
7019,129.86337458008862,27,
7044,119.33914370062735,25,
7075,146.4268834721636,31,
7098,110.01347007527603,23,
7116,83.05158235234954,18,
7134,83.49968229679627,18,
7170,181.23374219291668,36,
7187,77.82512976567905,17,
7200,,,326422.4375
7210,101.9496965904896,23,
7235,120.1271734957382,25,
7254,87.42318081954896,19,
7273,90.64472467710202,19,
7295,104.47898251001878,22,
7331,172.19583475759362,36,
7358,128.0311831318873,27,
7388,147.4380792479003,30,
7400,,,297818.0
7413,120.37107302529327,25,
7432,87.96111802002518,19,
7452,94.13242205859397,20,
7474,101.35641232386364,22,
7493,89.18458198368047,19,
7512,86.79376935717549,19,
7532,94.97243686792756,20,
7554,104.83207853909214,22,
7579,115.77362193150647,25,
7600,,,277395.9375
7605,126.64039984835841,26,
7622,77.9594382483392,17,
7640,83.70447685647105,18,
7657,77.87691272686432,17,
7676,88.98660796011724,19,
7694,83.6044571842608,18,
7720,118.06137334029582,26,
7751,150.19280750312322,31,
7771,93.3650452961328,20,
7800,,,180332.515625
7807,161.99894854667605,36,
7824,78.38089265372476,17,
7846,101.68896329773244,22,
7865,90.12691041356413,19,
7893,137.67047510635038,28,
7912,89.71346389422841,19,
7931,90.81233935547077,19,
7957,127.96615896889426,26,
7974,77.89815074360175,17,
7993,87.82653369008493,19,
8000,,,235639.484375
8010,78.29781018516732,17,
8034,109.34423529130838,24,
8084,227.04538613828046,50,
8108,111.7567960304469,24,
8143,168.43766912600472,35,
8185,192.620873996425,42,
8200,,,203885.0625
8216,144.47764692997177,31,
8243,131.3228901184761,27,
8266,108.04953091026952,23,
8295,123.80656948769419,29,
8314,88.96406876821854,19,
8331,78.41887521761154,17,
8351,93.877797809781,20,
8374,103.45991098830193,23,
8400,119.79414431089428,26,
8400,,,587939.125
8426,115.21296064656062,26,
8444,83.18281235216503,18,
8464,92.46596644530003,20,
8482,83.51016844232652,18,
8505,110.37417639492594,23,
8524,86.80109686484026,19,
8550,119.77514825579253,26,
8568,81.82920696007074,18,
8598,142.18730487936574,30,
8600,,,130724.1484375
8614,71.19353548142706,16,
8638,116.72382168993128,24,
8669,145.8164763505628,31,
8686,78.25898109382891,17,
8705,88.7778725407467,19,
8735,146.8665740303175,30,
8756,98.90160863914907,21,
8800,,,210598.984375
8803,226.7146232996174,47,
8822,89.41047850125709,19,
8840,82.77306801387965,18,
8857,78.10030014887472,17,
8877,94.86748703140452,20,
8898,98.31367568146676,21,
8916,84.0213094209503,18,
8934,84.33151131128825,18,
8954,95.41518500660949,20,
8979,116.11117694845821,25,
8996,78.64255619888242,17,
9000,,,301340.25
9014,81.15043409007691,18,
9034,95.17561820261577,20,
9064,139.68992495369326,30,
9088,113.28833593722787,24,
9118,141.85092464919055,30,
9136,81.17252263432925,18,
9157,101.10518717894612,21,
9176,89.38129000951652,19,
9200,,,92965.5859375
9206,140.25467486490908,30,
9230,118.10686161149374,24,
9264,157.685709007377,34,
9284,95.14039668861462,20,
9307,106.88944183041023,23,
9325,82.33888020336073,18,
9345,92.74412212391543,20,
9370,114.62187334779593,25,
9395,116.6635024278942,25,
9400,,,411820.75
9414,88.94936160360625,19,
9447,145.35803356979554,33,
9474,123.93696588213228,27,
9493,88.75073050229065,19,
9516,107.61525450718145,23,
9534,83.48529593571037,18,
9555,98.35805577680027,21,
9583,134.20217871637402,28,
9600,78.07750545055647,17,
9600,,,108967.3203125
9623,105.96300541538095,23,
9650,125.69362199752457,27,
9671,99.24072558046646,21,
9701,145.58000082526556,30,
9724,109.42358951760755,23,
9744,92.00751151781986,20,
9778,156.19310927015115,34,
9800,,,239957.078125
9801,106.83520864996667,23,
9826,114.6455878709777,25,
9843,78.43900046805693,17,
9862,89.40145289438071,19,
9881,88.23788688960649,19,
9909,133.58590749234216,28,
9927,83.19523932340685,18,
9946,88.06640405478173,19,
9966,91.54824122012904,20,
9994,122.11911905409715,28,
10000,,,430214.15625
