nohup: ignoring input
Experiment 4: adapt to gravity×1 on HalfCheetah-v5, 25 total runs, adapt_steps=100000, partition 4/6, device=cuda

[ 5/25] categorical_HalfCheetah-v5_seed0_gravityx1_wmunfrozen
[   1000 / 100000]  ep   1  reward(norm): -350.950  reward(raw): -351.0  len: 1000  time: 0.14s
[   2000 / 100000]  ep   2  reward(norm): -323.190  reward(raw): -323.2  len: 1000  time: 0.14s
[   3000 / 100000]  ep   3  reward(norm): -401.049  reward(raw): -401.0  len: 1000  time: 0.14s
[   4000 / 100000]  ep   4  reward(norm): -276.723  reward(raw): -276.7  len: 1000  time: 0.14s
[   5000 / 100000]  ep   5  reward(norm): -226.979  reward(raw): -227.0  len: 1000  time: 0.14s
[   6000 / 100000]  ep   6  reward(norm): -257.635  reward(raw): -257.6  len: 1000  time: 8.39s
[   7000 / 100000]  ep   7  reward(norm): 208.873  reward(raw): 208.9  len: 1000  time: 7.33s
[   8000 / 100000]  ep   8  reward(norm): -78.072  reward(raw): -78.1  len: 1000  time: 7.39s
[   9000 / 100000]  ep   9  reward(norm): -44.847  reward(raw): -44.8  len: 1000  time: 7.88s
[  10000 / 100000]  ep  10  reward(norm): -43.877  reward(raw): -43.9  len: 1000  time: 7.58s
[  11000 / 100000]  ep  11  reward(norm): 137.710  reward(raw): 137.7  len: 1000  time: 7.02s
[  12000 / 100000]  ep  12  reward(norm): 317.333  reward(raw): 317.3  len: 1000  time: 6.94s
[  13000 / 100000]  ep  13  reward(norm): 290.335  reward(raw): 290.3  len: 1000  time: 7.71s
[  14000 / 100000]  ep  14  reward(norm): 274.136  reward(raw): 274.1  len: 1000  time: 7.27s
[  15000 / 100000]  ep  15  reward(norm): 269.201  reward(raw): 269.2  len: 1000  time: 6.92s
[  16000 / 100000]  ep  16  reward(norm): 357.493  reward(raw): 357.5  len: 1000  time: 8.04s
[  17000 / 100000]  ep  17  reward(norm): 163.000  reward(raw): 163.0  len: 1000  time: 7.38s
[  18000 / 100000]  ep  18  reward(norm): -448.957  reward(raw): -449.0  len: 1000  time: 7.21s
[  19000 / 100000]  ep  19  reward(norm): 249.173  reward(raw): 249.2  len: 1000  time: 7.23s
[  20000 / 100000]  ep  20  reward(norm): 224.643  reward(raw): 224.6  len: 1000  time: 7.74s
[  21000 / 100000]  ep  21  reward(norm): 236.772  reward(raw): 236.8  len: 1000  time: 6.72s
[  22000 / 100000]  ep  22  reward(norm): 70.100  reward(raw): 70.1  len: 1000  time: 7.12s
[  23000 / 100000]  ep  23  reward(norm): 300.569  reward(raw): 300.6  len: 1000  time: 6.25s
[  24000 / 100000]  ep  24  reward(norm): -50.964  reward(raw): -51.0  len: 1000  time: 7.48s
[  25000 / 100000]  ep  25  reward(norm): 250.566  reward(raw): 250.6  len: 1000  time: 7.38s
[  26000 / 100000]  ep  26  reward(norm): 398.094  reward(raw): 398.1  len: 1000  time: 7.67s
[  27000 / 100000]  ep  27  reward(norm): 281.622  reward(raw): 281.6  len: 1000  time: 7.39s
[  28000 / 100000]  ep  28  reward(norm): 12.076  reward(raw): 12.1  len: 1000  time: 6.73s
[  29000 / 100000]  ep  29  reward(norm): 488.673  reward(raw): 488.7  len: 1000  time: 7.59s
[  30000 / 100000]  ep  30  reward(norm): -256.863  reward(raw): -256.9  len: 1000  time: 7.26s
[  31000 / 100000]  ep  31  reward(norm): 368.946  reward(raw): 368.9  len: 1000  time: 8.02s
[  32000 / 100000]  ep  32  reward(norm): -263.325  reward(raw): -263.3  len: 1000  time: 6.82s
[  33000 / 100000]  ep  33  reward(norm): -396.978  reward(raw): -397.0  len: 1000  time: 7.94s
[  34000 / 100000]  ep  34  reward(norm): 410.680  reward(raw): 410.7  len: 1000  time: 5.90s
[  35000 / 100000]  ep  35  reward(norm): 417.055  reward(raw): 417.1  len: 1000  time: 7.81s
[  36000 / 100000]  ep  36  reward(norm): 237.734  reward(raw): 237.7  len: 1000  time: 7.83s
[  37000 / 100000]  ep  37  reward(norm): 497.185  reward(raw): 497.2  len: 1000  time: 6.89s
[  38000 / 100000]  ep  38  reward(norm): 476.472  reward(raw): 476.5  len: 1000  time: 6.50s
[  39000 / 100000]  ep  39  reward(norm): 527.037  reward(raw): 527.0  len: 1000  time: 6.62s
[  40000 / 100000]  ep  40  reward(norm): 466.847  reward(raw): 466.8  len: 1000  time: 7.09s
[  41000 / 100000]  ep  41  reward(norm): 601.070  reward(raw): 601.1  len: 1000  time: 6.71s
[  42000 / 100000]  ep  42  reward(norm): 469.983  reward(raw): 470.0  len: 1000  time: 8.18s
[  43000 / 100000]  ep  43  reward(norm): 507.572  reward(raw): 507.6  len: 1000  time: 7.72s
[  44000 / 100000]  ep  44  reward(norm): 603.990  reward(raw): 604.0  len: 1000  time: 6.86s
[  45000 / 100000]  ep  45  reward(norm): 513.473  reward(raw): 513.5  len: 1000  time: 7.75s
[  46000 / 100000]  ep  46  reward(norm): 474.226  reward(raw): 474.2  len: 1000  time: 6.69s
[  47000 / 100000]  ep  47  reward(norm): 496.682  reward(raw): 496.7  len: 1000  time: 7.35s
[  48000 / 100000]  ep  48  reward(norm): 374.752  reward(raw): 374.8  len: 1000  time: 6.30s
[  49000 / 100000]  ep  49  reward(norm): 379.623  reward(raw): 379.6  len: 1000  time: 7.34s
[  50000 / 100000]  ep  50  reward(norm): 537.026  reward(raw): 537.0  len: 1000  time: 6.94s
[  51000 / 100000]  ep  51  reward(norm): 428.878  reward(raw): 428.9  len: 1000  time: 7.44s
[  52000 / 100000]  ep  52  reward(norm): 688.728  reward(raw): 688.7  len: 1000  time: 6.27s
[  53000 / 100000]  ep  53  reward(norm): 385.970  reward(raw): 386.0  len: 1000  time: 7.95s
[  54000 / 100000]  ep  54  reward(norm): 515.155  reward(raw): 515.2  len: 1000  time: 6.83s
[  55000 / 100000]  ep  55  reward(norm): 451.379  reward(raw): 451.4  len: 1000  time: 6.65s
[  56000 / 100000]  ep  56  reward(norm): 654.293  reward(raw): 654.3  len: 1000  time: 6.71s
[  57000 / 100000]  ep  57  reward(norm): 412.435  reward(raw): 412.4  len: 1000  time: 8.03s
[  58000 / 100000]  ep  58  reward(norm): 539.944  reward(raw): 539.9  len: 1000  time: 6.72s
[  59000 / 100000]  ep  59  reward(norm): 539.480  reward(raw): 539.5  len: 1000  time: 6.41s
[  60000 / 100000]  ep  60  reward(norm): 623.794  reward(raw): 623.8  len: 1000  time: 6.92s
[  61000 / 100000]  ep  61  reward(norm): 597.062  reward(raw): 597.1  len: 1000  time: 7.13s
[  62000 / 100000]  ep  62  reward(norm): 557.868  reward(raw): 557.9  len: 1000  time: 7.38s
[  63000 / 100000]  ep  63  reward(norm): 503.505  reward(raw): 503.5  len: 1000  time: 7.04s
[  64000 / 100000]  ep  64  reward(norm): 513.083  reward(raw): 513.1  len: 1000  time: 6.64s
[  65000 / 100000]  ep  65  reward(norm): 402.614  reward(raw): 402.6  len: 1000  time: 7.62s
[  66000 / 100000]  ep  66  reward(norm): 602.362  reward(raw): 602.4  len: 1000  time: 7.94s
[  67000 / 100000]  ep  67  reward(norm): 525.114  reward(raw): 525.1  len: 1000  time: 6.70s
[  68000 / 100000]  ep  68  reward(norm): 512.352  reward(raw): 512.4  len: 1000  time: 7.76s
[  69000 / 100000]  ep  69  reward(norm): 510.708  reward(raw): 510.7  len: 1000  time: 8.00s
[  70000 / 100000]  ep  70  reward(norm): -270.357  reward(raw): -270.4  len: 1000  time: 7.48s
[  71000 / 100000]  ep  71  reward(norm): 452.462  reward(raw): 452.5  len: 1000  time: 7.34s
[  72000 / 100000]  ep  72  reward(norm): 520.849  reward(raw): 520.8  len: 1000  time: 7.23s
[  73000 / 100000]  ep  73  reward(norm): 487.453  reward(raw): 487.5  len: 1000  time: 7.44s
[  74000 / 100000]  ep  74  reward(norm): 531.124  reward(raw): 531.1  len: 1000  time: 6.66s
[  75000 / 100000]  ep  75  reward(norm): 523.084  reward(raw): 523.1  len: 1000  time: 7.91s
[  76000 / 100000]  ep  76  reward(norm): 535.998  reward(raw): 536.0  len: 1000  time: 7.92s
[  77000 / 100000]  ep  77  reward(norm): 476.387  reward(raw): 476.4  len: 1000  time: 7.10s
[  78000 / 100000]  ep  78  reward(norm): 371.095  reward(raw): 371.1  len: 1000  time: 7.51s
[  79000 / 100000]  ep  79  reward(norm): 514.038  reward(raw): 514.0  len: 1000  time: 6.78s
[  80000 / 100000]  ep  80  reward(norm): 286.823  reward(raw): 286.8  len: 1000  time: 7.76s
[  81000 / 100000]  ep  81  reward(norm): 391.844  reward(raw): 391.8  len: 1000  time: 7.00s
[  82000 / 100000]  ep  82  reward(norm): 290.413  reward(raw): 290.4  len: 1000  time: 7.42s
[  83000 / 100000]  ep  83  reward(norm): 344.571  reward(raw): 344.6  len: 1000  time: 7.44s
[  84000 / 100000]  ep  84  reward(norm): 401.119  reward(raw): 401.1  len: 1000  time: 7.64s
[  85000 / 100000]  ep  85  reward(norm): 363.751  reward(raw): 363.8  len: 1000  time: 7.22s
[  86000 / 100000]  ep  86  reward(norm): -80.955  reward(raw): -81.0  len: 1000  time: 7.53s
[  87000 / 100000]  ep  87  reward(norm): 1.492  reward(raw): 1.5  len: 1000  time: 7.60s
[  88000 / 100000]  ep  88  reward(norm): 582.152  reward(raw): 582.2  len: 1000  time: 7.60s
[  89000 / 100000]  ep  89  reward(norm): 301.322  reward(raw): 301.3  len: 1000  time: 7.33s
[  90000 / 100000]  ep  90  reward(norm): 492.809  reward(raw): 492.8  len: 1000  time: 8.01s
[  91000 / 100000]  ep  91  reward(norm): 358.745  reward(raw): 358.7  len: 1000  time: 7.60s
[  92000 / 100000]  ep  92  reward(norm): 490.525  reward(raw): 490.5  len: 1000  time: 7.43s
[  93000 / 100000]  ep  93  reward(norm): 452.178  reward(raw): 452.2  len: 1000  time: 7.63s
[  94000 / 100000]  ep  94  reward(norm): 461.791  reward(raw): 461.8  len: 1000  time: 7.89s
[  95000 / 100000]  ep  95  reward(norm): 544.573  reward(raw): 544.6  len: 1000  time: 7.66s
[  96000 / 100000]  ep  96  reward(norm): 363.264  reward(raw): 363.3  len: 1000  time: 6.99s
[  97000 / 100000]  ep  97  reward(norm): 471.820  reward(raw): 471.8  len: 1000  time: 7.65s
[  98000 / 100000]  ep  98  reward(norm): 500.684  reward(raw): 500.7  len: 1000  time: 7.99s
[  99000 / 100000]  ep  99  reward(norm): 492.961  reward(raw): 493.0  len: 1000  time: 7.64s
[ 100000 / 100000]  ep 100  reward(norm): 489.242  reward(raw): 489.2  len: 1000  time: 7.33s
[11/25] sac_HalfCheetah-v5_seed2_gravityx1
[   1000 / 100000]  ep   1  reward(norm): 1135.452  reward(raw):  1135.5  len: 1000  time: 21.09s
[   2000 / 100000]  ep   2  reward(norm): 1582.164  reward(raw):  1582.2  len: 1000  time: 24.33s
[   3000 / 100000]  ep   3  reward(norm): 1245.137  reward(raw):  1245.1  len: 1000  time: 24.28s
[   4000 / 100000]  ep   4  reward(norm): 1537.513  reward(raw):  1537.5  len: 1000  time: 24.49s
[   5000 / 100000]  ep   5  reward(norm): 1616.791  reward(raw):  1616.8  len: 1000  time: 23.62s
[   6000 / 100000]  ep   6  reward(norm): 1604.822  reward(raw):  1604.8  len: 1000  time: 24.82s
[   7000 / 100000]  ep   7  reward(norm): 1603.965  reward(raw):  1604.0  len: 1000  time: 24.60s
[   8000 / 100000]  ep   8  reward(norm): 1441.633  reward(raw):  1441.6  len: 1000  time: 22.53s
[   9000 / 100000]  ep   9  reward(norm): 1639.323  reward(raw):  1639.3  len: 1000  time: 23.82s
[  10000 / 100000]  ep  10  reward(norm): 1700.749  reward(raw):  1700.7  len: 1000  time: 24.64s
[  11000 / 100000]  ep  11  reward(norm): 1677.670  reward(raw):  1677.7  len: 1000  time: 22.95s
[  12000 / 100000]  ep  12  reward(norm): 1673.742  reward(raw):  1673.7  len: 1000  time: 23.66s
[  13000 / 100000]  ep  13  reward(norm): 1710.097  reward(raw):  1710.1  len: 1000  time: 24.54s
[  14000 / 100000]  ep  14  reward(norm): 1706.073  reward(raw):  1706.1  len: 1000  time: 24.43s
[  15000 / 100000]  ep  15  reward(norm): 1712.110  reward(raw):  1712.1  len: 1000  time: 22.70s
[  16000 / 100000]  ep  16  reward(norm): 1660.590  reward(raw):  1660.6  len: 1000  time: 23.31s
[  17000 / 100000]  ep  17  reward(norm): 1759.523  reward(raw):  1759.5  len: 1000  time: 22.43s
[  18000 / 100000]  ep  18  reward(norm): 1743.291  reward(raw):  1743.3  len: 1000  time: 22.80s
[  19000 / 100000]  ep  19  reward(norm): 1725.237  reward(raw):  1725.2  len: 1000  time: 23.00s
[  20000 / 100000]  ep  20  reward(norm): 1775.383  reward(raw):  1775.4  len: 1000  time: 23.42s
[  21000 / 100000]  ep  21  reward(norm): 1687.894  reward(raw):  1687.9  len: 1000  time: 22.65s
[  22000 / 100000]  ep  22  reward(norm): 1764.464  reward(raw):  1764.5  len: 1000  time: 23.71s
[  23000 / 100000]  ep  23  reward(norm): 1772.267  reward(raw):  1772.3  len: 1000  time: 22.78s
[  24000 / 100000]  ep  24  reward(norm): 1739.628  reward(raw):  1739.6  len: 1000  time: 25.91s
[  25000 / 100000]  ep  25  reward(norm): 1741.718  reward(raw):  1741.7  len: 1000  time: 26.69s
[  26000 / 100000]  ep  26  reward(norm): 1754.066  reward(raw):  1754.1  len: 1000  time: 23.24s
[  27000 / 100000]  ep  27  reward(norm): 1760.035  reward(raw):  1760.0  len: 1000  time: 23.21s
