,agent,baseline,baseline,post_adapt,post_adapt
,,mean,std,mean,std
0,categorical,299.7915552298231,132.20699891281228,-47.07381061734725,249.35607957928312
1,gaussian,360.79449152994414,265.8393385215973,603.076298500226,420.6572023479549
2,sac,2098.6292191121765,1873.1322595016288,2228.9614503987195,2477.23170622678
