,agent,baseline,baseline,post_adapt,post_adapt
,,mean,std,mean,std
0,categorical,299.7915552298231,132.20699891281228,37.47129659854049,295.79035707944655
1,gaussian,360.79449152994414,265.8393385215973,547.1196285974171,283.55193785303425
2,sac,2098.6292191121765,1873.1322595016288,2321.474642296616,2372.839239410884
